학교명
도학
양구여자
기린
영산
광주자동화설비공업
거진
영락유헬스
서울로봇
단국공업
영남삼육
안성여자
충현
진주외국어
독산
오산고현
신능
아람
상동
영흥
삼성여자
안중
축동
양산제일
남지
연봉
수왕
연남
반곡
진천
경북간호
보은
대흥
태안
안면
대구동부
경덕여자
함지
매화
부구
합천
와룡
난정
대구대곡
대구노전
대구남송
길상
양도
덕도
남면양덕분교장
송해
대진
진례
나주상업
대구월곡
치악
대성
김천부곡
간성
거성
신천
서도볼음분교장
광주계림
광주용산
하안
양구
세성
성사
능곡
산동
능포
안명
무주
원주금융회계
금릉
가덕
대구체육
인천국제
삼정자
모충
사포
무안
초동
통리
상남
산양풍화분교장
노안남
상현
센텀
파주송화
금화
예산중앙
조산
응봉
밀성
울진
월송
평해
죽변
후포동부
온정
기성사동분교장
미리벌
송진
조치원교동
왜관동부
복수
서선
구산
원북
재산
소천
석포
연산
용성
방이
세륜
오주
서울신강
오륙도
운산
보수
부민
낙민
봉래거운분교장
대전교촌
휘문
자유
마차공기분교장
여수종고
망경
남강
대전봉명
서울은정
신광
문화
장평
서울정곡
속사
정선
대구남명
청량
문수
애월
서해
시흥도원
대구경진
대구산격
문촌
안녕
용인한빛
대구대산
대구칠곡
다솜
고산
저청
송학
유안
대전중원
고양백석
운담
영중
명산
학성
문막
동화
장흥
동송
대구효동
주문진삼덕분교장
세화여자
묘장
유촌
인천성리
봉은
서울평화
철산
하안남
하안북
첨단
숭덕여자
서울가원
서울잠일
서울잠실
서울가주
서울가동
진정
근덕
맹방
신동
금광조령분교장
동두천송내
소래
태랑
서울사범대학부설여자
주원
대화
성저
신촌
서울불광
좌삼
덕은
신탄진
신탄진용정
마차
서울우장
중산
죽성
중앙
대구대천
덕계
대구관천
대구태암
대구태전
대구북부
서울신곡
서울염경
서석
신연
성천
교동
학산여자
남산
부곡여자
동래여자
선유
인천해원
논공
북동
포산
대전성남
왕전
경북관광
안천
덕명여자
신기
서울안천
동광
삼계
호계
상일
순천효천
서울갈산
서울양원
주례
기장
고성
화곡
단국사범대학부속
은성
고암
구일
주천
소양
원촌
해동
서울중곡
서울면동
서울중목
서울원묵
서울상봉
서울신내
서울중화
서울봉화
대구대청
대구조야
대구복명
대구범일
동촌
불로
서울명신
서울독립문
선암
서울강남
칠서이령분교장
남성
장승
상인
대명
사하
다송
하남
두송
동주여자
구암
복현
관천
서변
경명여자
무지개
역삼
덕원
대구관음
대구관남
사남
울산중앙
청솔
대구죽전
한국생명과학
용연
서울동작
서울영화
서울신길
대구용산
대전신계
서울장평
서울전농
장마
중원
화정
성읍
부산영선
임곡
삼도
반산
장생포
신복
대구장산
대구이곡
대구성곡
덕산
벽방
신목
홍익디자인
서울영상
금구
선창
경상여자
대구여자
능인
대전금동
대전관저
대구명곡
대구화동
삼근
남양
천부현포분교장
일동
광양마동
안양관악
봉덕
북성
대구매곡
대구죽곡
안강
괘릉
대전흥룡
서울신구
한국교원부설월곡
남이
신송
동산
칠산
구봉
김해구지
대구내서
대구두류
대구경운
대구중리
대구달서
안양중앙
서울교육부설
서울서원
서울원촌
동해중앙
덕송
대구옥산
대구침산
서울양동
서울월촌
서울영도
대구수창
격동
영화
굴화
연포
용호
대구삼덕
대구
대구명덕
서울자곡
연무여자
대구남산
용남
진영
수정
대전하기
학하
금계
백신
일산은행
부일전자디자인
서울영림
안곡
금호
도담
청운
강경상업
한솔
삼신
개운
산내
황지
육민관
대구서촌
대구동촌
대구용호
대구불로
대구아양
대구동신
서울오륜
서울반포
혜화
서울원광
서울오금
서울잠전
서울마천
괴정
감정
후포
서천
마산여자
창원중앙여자
진해여자
강동
여수웅천
서울논현
서울대곡
문산
서울월계
서울사범대학부설
서울한천
울산예술
언양
동패
북삼
율곡
어유
조치원
조치원여자
서울연촌
서울태랑
양주
수원전산여자
대안여자
호성
대전변동
주양
지산
한빛
서울신상계
서울상월
궁내
모아
가창
상사
황전회덕분교장
청해
인천청라
공산
동원
가림
신명
서울미래
경남여자
봉선
광주송원
송광
도리
서울신성
목동
봉영여자
등명
용산
평해정보
일도
영락
옥종
대전지족
인창
운림
병곡
유림
거창
북상
인천청람
상일여자
성신
문현
안산동산
보문
안동여자
경일
경안
성창여자
성희여자
광주서광
거제상동
내곡
충주용산
인천한빛
서울개명
서울개봉
서울신방학
연동
연신
상장
반안
자인여자
연제
연미
창신
서울가산
서울양재
서울대진
서울구룡
영동
중일
동궁
은광여자
대성일
거창공업
다운
서울개웅
광남
함양여자
의림여자
계촌
김화
창원상남
안민
왕산
화촌
두촌
해미
만리포
은빛
장곡
인평
순심여자
악양
정선정보공업
김화공업
수완하나
안산부곡
성포
해룡
광명경영회계
일죽
두원공업
일산양일
저동
봉화
서울공진
송운
논곡
시흥매화
천곡
덕정
삼숭
백학
가재울
신명여자
중리
서남
서대전
중곡
학남
동신
평해여자
장목
합포
군포신기
고양일
화수
일산대진
원이
죽전
감만
남천
대천
마사실습지
숭의여자
서울문영여자
물야
춘양
거제장평
제석
달산
울릉서
대전여자
청도전자
사직
동아
모전
대정
표선
하동중앙
대구파동
대전동광
인천포스코
신용
청양
서울송례
송례
동곡
한국조리과학
원평
북면
세종국제
유가
별빛
시화
발산
고양송산
대송
현산
인천연송
인천송일
인천백석
웅산
영화화덕분교장
대구비슬
서산
강원체육
한림
석적
인천가원
송지
가득
창남
가원
승학
대전용산
해남
황산
동영
용궁
창원기계공업
강원
광양용강
영광군남
한국산림과학
장성남
거창신원분교장
금곡
내정
이우
초계덕곡분교장
대전둔산
가산
용문
감천
도촌
장동
내가
다전
영해
각리
심석
광동
별내
연세
구리
내수
익산한벌
내촌
홍농
홍농서
구미사곡
가온
청석
백양
지도
고양화수
화중
고양화정
경기물류
행주
토당
백석
남면
남양주덕송
송호
목암
용정
성라
무원
금당
가남
원동
병점
와동
미사중앙
능동
전남미용
솔빛
기산
안용
화성동화
발안
성화
임천
팔룡
가양
군산중앙
울릉
양평
가회
남양주공업
서라벌여자
선덕여자
유성여자
포항항도
문학정보
고양국제
고양외국어
고잔
장안제일
대구시지
가야
유신
청천
칠성
창포
동지
대동
포항제철
연수
옥산
왕방
신북
창수
가평마장
가평
대보
순천매산
인동
여도
화양
율촌
화양화양남분교장
동암
광숭
덕적
남한
배양
신흥
고림
전남예술
경북과학
포항예술
기계
용담
화원
인일여자
서룡
평택안일
가사
경북예술
화암
가거도신안흑산가거도분교장
달천
양주백석
송우
영북
충무여자
대촌중앙
간디
송도
동진
서원
가락
자은
비금
석성
남양주양정
장내
진건
가곡
금남
인천정보산업
형남
답내
남양주송라
한국바이오마이스터
충북반도체
인천영흥
순천팔마
운중
현암
대지
수지
진명여자
가야여자
연성
가현
청림
포항동부
양학
포항중앙여자
매현
약목
풍동
충무
광주경신
곡정
성지
각화
농서
해성
서울과학
충렬
유영
대전가양
대성여자
담양고서
평택
평택중앙
인천안남
하례
인천왕길
인천가좌
동삼
인천금마
인천상정
인천갈월
임학
인천삼목
인천창영
인천송림
인천숭의
인천용현
인천부평남
충주대원
포항여자
두호
포항중앙
지곡
동막
석곶
문발
한가람
서울신당
개원
탄현
연풍
웅담
마정
파양
적서
마지
적암
군내
덕암
파주대원
청암
청북
청옥
삼덕
갈곶
이화여자사범대학부속
화성
해솔
심학
두일
파주와동
원당
소이
무풍
감포
안강여자
무산
상지여자
가곡보발분교장
경민
금촌
호원
장성중앙
서울여자상업
간동
문시
충훈
점촌
가은
금성
안계
저현
장락
광혜원
가람
가운
금교
구룡
판곡
호평
남양주신촌
남양주백봉
남양주금곡
남양주동곡
매홀
관양
고양용현
행남
행신
화순도암
여수여자
남양주미금
고양관산
나주
해성여자
청산
황간
영주
영일
봉황
이충
석관
구미왕산
구미오산
소천두음분교장
양청
가내
경북항공
청하
봉성
매곡
성암
백곡
송추
지례부항분교장
덕천
안양동
강진중앙
마량
미림여자정보과학
상운
법전중앙
수한
죽향
가납
효촌
선단
성호
청계
장기모포분교장
죽장
경주
불국사
청명
김천동신
신녕
이전
소태
가흥
가수
필봉
구림
장천
학산
대가
가포
간중
가정
가좌
검단
동오
송양
민락
산서
행정
대길
소양서
홍광
안내
증약
덕과
가경
초평
구정
가천
원곡
성황
가고파
영산포
경남간호
국원
현도정보
숙지
일로
상주동부
영덕야성
왕곡
대부
기흥
동백
금신
금향
검산
새금
청성
이수
광양제철
용암
율량
갈담
장야
이양
아산
은봉
신지
관산남
동양
명호
송원
우보
인천석정
평일
인천능내
경희여자
휘경여자
와석
파주
천현
법원
삼보
인천남부
인천서화
이곡
추산
삼정
대양
전동
월곡
갈래
한수
가양
장자
내양
화산
솔개
용인심곡
낙성
오음
모당
하늘
도곡
태봉
축석
정교
손곡
벽제
성석
장현
광릉
남양주양지
지현
화현
이동
마석
교문
건원
경수
화봉
풍양
와부
덕소
남양주월문
남양주도곡
동구
구지
수택
인천중앙
인천동막
송북
팽성
평택송화
이사벨
명진
인천남촌
흥덕
모현
진산
인천
인천약산
쌍령
임진
문산동
영도
신산
도마산
갈현
통일
주곡
부개
제일
석정여자
월성
창일
화접
보산
동보
소요
도수
신장
고골
수동
조안
남양주송촌
삼성
근화여자
회천
양주덕현
장성
장촌
덕이
백송
한산
한뫼
고양신일
호곡
초계
용두
송포
봉강
인천인동
서정
가례
간재울
대전동서
가야곡
문경공업
봉양정보
서울금천
봉산
한일여자
인천효성서
서울강서
가북
강남
예하
신탄중앙
금산
오류
한국문화영상
수원
등촌
솔뫼
효자
옥천여자
구례
구례여자
고흥여자
고흥점암중앙
충북사범대학부설
태장
안산원곡
부일여자
경주마케팅
반송
팔달
간석여자
구월여자
부평서여자
인천석천
인천논곡
신남
대구성산
용유
김천생명과학
대구용전
토월
태광
만수
구례중앙
한마음
가마
가파
인천남
일신
고현
조원
문원
관문
인천개흥
인천굴포
한일
이화여자사범대학부속
인천능허대
문흥
흑산홍도분교장
해운대
안청
대구신당
황상
보라
인천신대
인천양촌
부구삼당분교장
동주
용수
전주중인
비산
대구장동
진안
석수
축산항경정분교장
화잠
각남
약수
샘모루
산이서
지석
공세
갈곡
남신
맹동
대구종로
각골
반월
연무
원중
양일
율동
고봉
호수
황룡
상탄
오마
강선
안산화정
서울신답
서울윤중
단남
성의
조현
양평단월
화성화수
영산포여자
고정
동해삼육
대구들안길
곡선
소가야
오포
발곡
오동
의순
가능
포항여자전자
인천갈산
인천후정
인천영선
서울중현
인천미산
브니엘여자
녹양
묵호
천천
백운
동두천여자
고색
서울동일
서울중계
수원공업
부림
부안
무정
압해
봉곡
청주중앙
해원
동방여자
갈마
남사
수리
나산
양남
가정여자
벌교중앙
덕풍
평촌경영
장흥여자
포항제철동
두호남부
가칭)압량
장흥장평
성전
범일
가음
안평
서울자운
전농
서울온곡
경북인터넷
홍익사범대학부속여자
고척
서울미술
가거도
서울방현
고흥영주
고흥도화
창동
인천예일
하천
중동
토지
간문
고흥동
남양우도분교장
영주여자
영광
선영여자
서울염리
죽천
흥해남산
가은희양분교장
다압
담양동
담양남
암태
서호
고흥대서
보성
서동
삼가
조성
화순사평
벌교여자
진선여자
괴산북
괴산
형석
마산제일
고양제일
만정
사북
화광
산척
대경
상갈
신평
가곡
탑리여자
상록
영암도포
영암서호
종촌
영암미암
제천여자
지보
군자
포천여자
관인
가동
용인
마산가포
소현
세원
세종과학예술영재학교
충주성남
합덕여자
울산공업
우산
안산대월
인천고잔
일로청망분교장
문정
평내
군동
경기모바일과학
용인바이오
안일
유성생명과학
구미
백령
안산공업
용인정보
충주여자
군산
안산석수
고창여자
신일
마령
가곡대곡분교장
덕양
가평북
의성남부
고흥백양
도송
흥해서부
신의
동지여자
현촌
파평
계창
군산신풍
근남
광덕
광천제일
공주교육부설
광려
경성
광진
개림
금강
강서
건국사범대학부속
경희
경북일
광천
광흥
거창여자
강림
광판
갈산
과역
군외
경기관광
고덕
고창
고창남
경기창조
광문
구성
거문
갑천
공음
강진칠량
강진대구
강구
군산자양
근명
과천문원
과천
구리여자
광활
경북
귀래
광평
광교
거진정보공업
관산
고금
군포
광풍
공주사범대학부설
고흥산업과학
군산아리울
군산흥남
군산남
군산풍문
군산서
군산내흥
금과
계성
광시
강천
군북
고령개진분교장
거제상문
곤양
공근
개령
광양여자
고촌
계남
광양하이텍
경상공업
경남외국어
경복
경신
공항
광주동성
경기외국어
고양예술
경기북과학
강원과학
광주석산
광주수피아여자
광정
강현
괴산명덕
감물
경성전자
경남공업
구룡포
걸포
구미여자
구미신평
경북체육
경덕
광주여자
광주서석
경화여자
곤지암
계성여자상업
공주생명과학
공주정보
강일
경포
개금
계룡
거제고현
거제중앙
거제제일
구미전자공업
경남예술
광성
공도
경산과학
구즉
강북
경상
경진
경남자동차
경남자영
거제여자상업
경남산업
광주서
광주극락
광주학강
광주월산
광주농성
구남
구남구산분교장
경상사범대학부설
경남항공
경남해양과학
광일
공동체비전
경남체육
공주마이스터
과천중앙
경구
관촌
광주백운
광주봉주
광무여자
개금여자
광안
감전
괘법
곤명
고대
구천
개양
경해여자
경기기계공업
광운전자공업
광주삼육
고려
광주동신여자
광주숭일
강남영상미디어
광주여자상업
경인교육부설
광주
광주동명
경암
광주지산
광주동
계산
경북여자
군산기계공업
강원예술
강원외국어
검바위
개성
광주자연과학
광주소프트웨어마이스터
광주전자공업
계룡공업
계산공업
곡성
군문
광주동신
관악
구덕
구미문성
귀인
광신
고남
고전
계산여자
광주교육목포부설
 설립예정용지
광양백운
고성중앙
개정
강정
광희
감곡
구현
경문
거산
구미정보
경북생활과학
강호항공
경기세무
광양다압
광신정보산업
광양
경동
광산흘리분교장
경산
강릉
강릉해람
고북
경호
경산여자
군위
교암
국제
경남로봇
관당
고한
계원예술
건국
경기예술
근흥
감성
군산진포
군산나운
군산신흥
군산용문
군산수송
군산푸른솔
군서
거제옥포
고창북
계화
공주신월
계림
경주여자
공주중동
고려사범대학부속
구평
구평남부
군산미장
군산지곡
군산동
강서공업
광양골약
광양중동
광양진월
계북
개령서부
강당
규암
국립전통예술
강진동
국립국악
관기
군남
교동지석분교장
거문동도분교장
거문손죽분교장
갑룡
강화
계양
개화
고천
강원사범대학부설
거여
광산
공현진
구름산
계수
광주중앙
광주장원
광주동산
광주남
광주산수
광주학운
광림
갈뫼
금가
군포옥천
관호
국산
개진
교방
구이
감문
경의
괴목
개곡
경북기계공업
경혜여자
고경
고수
개신
귀둔
군포화산
군포양정
군포대야
골약
광양가야
광양중앙
광양중마
광양중진
권선
군내북
관창
관모
곡란
경남과학
광양제철남
공덕
경천
귀산
구만
공주봉황
공주금학
공주교동
거제여자
고매
광주북성
거원
구래
갈천
관설
구곡
곡수
검단분교
귀덕
고명
궁평
감계
경산압량
개군
강상
강하
광주북
광주동충효분교장
광주효덕
광주방림
광주제석
광명광덕
광주도평
금광
광주양동
고삼
광주진흥
광주매곡
광지원
궁항
교학
고기
공릉
구포
고양한내
광운
개산
곰소
광주교육광주부설
광주수창
광양서
광양동
광양칠성
교리
광선
광주경신여자
구송
경북사범대학부설
고리울
고강
구서여자
구엄
궁류
경서
곡반
강경황산
강경산양
강경중앙
광석
경북기계금속
경산여자상업
경화
고서
개포
곽금
광령
구좌중앙
경복여자
고제
국사봉
관봉
겸백
경인
구로
광주과학
광주체육
광주예술
경민비즈니스
강원애니
구례북
구례산동
구례동
고흥
고흥과역
고흥남양
공검
경주공업
경주정보
경주여자정보
경주디자인
경주화랑
관음
광주우산
괴산오성
광주문화
경북과학기술
경북하이텍
구미여자상업
광양덕례
광양북
군산여자상업
구월
개천
곡성중앙
경산서부
관교
고달
광주동운
광주운암
광주양산
구운
광도
경기
경산동부
경산중앙
구미봉곡
고아
광주풍향
광주서산
광주용봉
경양
광주서림
광주효동
광주중흥
광양마로
구항
결성
광교호수
건천
고부
갈원
거창덕유
고령
관대
계곡
관곡
구갈
궁남
건양병설건양
개야도
강릉여자
광주상무
강경여자
강경
광주광천
강릉제일
강릉명륜
강일여자
강릉문성
군산산북
군산구암
군산서해
군산문화
군산경포
군산미성
격포
근덕궁촌분교장
글벗
광주광명
근화
구림공업
고실
구서
경기체육
경기과학
고성여자
경기국제통상
국수
경민여자
구학
검암
갈육
광주광남
광수
경기글로벌통상
계당
강진
강진여자
강진작천
경북중부
강명
강신
공진
경화 English Business
관교여자
경남관광
경남정보
강구정보
거류
개봉
개웅
광장
구의
광주충장
구산구서분교장
광의
광주제일
곡강
광주무진
경일여자
거제양정
경기대명
고흥풍양
고흥도덕
과정
군위우보분교장
거학
경기여자
거창중앙
공주
공주여자
공주금성여자
공주영명
군산한들
광문
강원생활과학
광명공업
고운
구미인덕
고성동
군산금강
군산남
군산영광
군산제일
갈월
계광
고양동산
경복비즈니스
군산여자
군산상업
군산영광여자
군산중앙여자
강릉중앙
강릉정보공업
경덕공업
고양오금
귀일
고림
공주북
경기상업
경기여자상업
경민IT
경일관광경영
광주동성여자
경포대
군포e비즈니스
군자디지털과학고
경기자동차과학
군산서흥
군산동원
광주대동
구자곡
경북외국어
광휘
강진북
근명여자정보
갈전
군산동산
다온
남양주월산
남곡
대운
나주금천
단산
남원
남원왕치
단양소백산
남양주다산
다산가람
대관령
나산실용예술
금옥
낙동
당리
남양주샛별
대신
내포
김화여자
녹전
금마
금성여자상업
김천상업
남계
다부
김포제일
나루
대아
금동
남정
나포
김해신안
김해부곡
내산
단월
남창
대마
녹전원천분교장
늘푸른
까치울
대동여자
단원
금병
당림
금일
넙도서리분교장
능내
다원
남한강
대미
내기신영분교장
기안
당북
김해수남
김해외국어
내서
기성구산분교장
남평다도분교장
금오여자
대룡
남악
김포여자
금파
대곶
김포
나주공업
담양공업
대구일마이스터
달구벌
대구관광
김포외국어
다향
대성여자상업
노원
대구매호
대구매동
대구신매
대구사월
대구욱수
대구청림
대구노변
대구고산
대연
남애
남평
김포서
대일외국어
금호여자
대명여자
금오공업
길주
길안
김포제일공업
대야
누원
노암
김천예술
대원
대구일과학
대도
대전관평
남선
김해한일여자
다문
대방
남해정보산업
당진정보
대구여자상업
대구농업마이스터
대구달서공업
대구제일여자상업
대구전자공업
대구소프트웨어
내덕
김해대동
금옥여자
대강
단천
금주
능서
대구동호
대구입석
대구강동
대구숙천
대구동일
남원서진여자
남원국악예술
김포한가람
대이
김제여자
김제
대가야
단대
김해서
김해여자
김해삼계
남도여자
당진대호지분교장
김해대곡
김해중앙여자
금산산업
금산하이텍
대반
다인
능실
대건
대구한샘
대덕도룡분교장
대야광산분교장
대산
김해분성여자
대원외국어
대구논공
대구남동
대구동곡
대구반송
대구금계
대구옥포
대구가창
대구용계
대구유가
대구구지
금정
달성
단촌
남포
금파공업
담양수북
금모래
나래
대구동평
대구성북
대구팔달
대구효명
대전갈마
대전갑천
대전가장
당곡
대덕여자
나비
다목
대교
남항
난우
남동
녹동
대서
대덕
남해제일
남해
남해해성
대구강북
대구운암
대구문성
대구복현
능북
대장
단양
김천중앙
다정
당진
대일
금암
단천가산분교장
대광여자
담양
담양여자
금호중앙여자
기지
낭산
대암
내면
남지여자
노화
김천
대구봉덕
나주다시
나주문평
대불
대남
김제서
금산여자
내장
남당
내토
금란
대관
다대
대기
논산반월
낙생
다도
대양
대방마도분교장
김해동광
김해합성
길안길송분교장
대구송일
대구신월
대구조암
대구월암
대구진월
대리
김천모암
금호공업
기계기북분교장
기계상옥분교장
남원도통
남원중앙
남원월락
남원용성
금오
금산중앙
대동향교
대구제일
대구월서
대구상인
대구대서
대구학산
대구월성
남산서천분교장
내성
내북
대구대진
대구감삼
대구본리
대구유천
대구도원
대구대봉
대구영선
대구교육대구부설
대구장기
대구대남
대구진천
대월
대감
대구월촌
기북
나진
대구송현
대구감천
김천동부
김천서부
김천다수
김천신일
기린방동분교장
기린진동분교장
김포대명
남춘천
남부
대소원
노은
당정
나원
다산
남관
대인
남일
낭성
달천매현분교장
대구과학
대구외국어
금명여자
단포
금지
금지동
다시
당동
김포신풍
나주중앙
나주북
노안
남원대산
남원서원
김제북
대구상원
내손
낙산
금산동
금성금계분교장
난산
남원노암
김제검산
김제동
김제중앙
남후
노산
김해신명
대남풍도분교장
남부민
대구세천
대구서동
대구용천
대구한솔
대구삼영
단관
단계
단구
남원주
대구남도
대구남덕
대구대명
대구대덕
남대구
대구성명
냉정
대야남
남대문
대구포산
대구교동
능주
김녕동복분교장
금부
금빛
남선남창분교장
내대
대구지묘
금진
내기
금명
대왕
능원
남촌
남곡 남곡분교장
남한산
노량
금대
남상
남하
능허대
대전가오
남대전
대구도남
대구학남
대구동변
대구함지
금양
금사
납읍
당산
당산서
대림
대의
당수
논산동성
농암
당포
김천여자
김천석천
남광
김녕
당감
당평
길곡
김제자영
금악
노동
대구동원
대구이현
대구관문
대구범물
대구동천
대구경동
담양금성
낙운
대선
낙서
다선
대구북
대구일
대원여자
대신여자
대구범어
대구동도
대구수성
대구동성
대구지봉
대구두산
대구지산
대구용지
농소
대구성지
대구성서
대구선원
대전계산
노일
녹천
노곡
남명
대구와룡
내리
남원제일
대자
금락
대구덕인
대구남부
대구신서
대륜
대구혜화여자
대구화남
대구화원
대구금포
대구북동
노화북
넙도
노화중앙
당촌
달안
녹명
대사
대상
대저
대구장성
대구파호
대구다사
대구왕선
대구서재
대구도림
대구천내
능교
남성현
김해봉황
김해활천
김해내동
김해삼성
김해외동
김해가야
대구대성
대구비봉
대구북비산
대구인지
대구서평
대구비산
대구평리
대구서도
나눔
대구성남
대구내당
대구신흥
대구성당
나곡
대구칠성
대구달산
대구태현
대소
능산
논산공업
논산
논산여자상업
논산여자
김해삼방
대구새론
대구중앙
기성길헌분교장
대양전자통신
대광발명과학
금정전자공업
능길
대구성동
대구황금
대구삼육
대구달성
금상
김해영운
김해경원
김해대청
김해삼문
김해율하
대구가톨릭사범대학부속무학
기민
노성
논산대건
대구반야월
대구송정
대구공산
나주봉황
나주공산
나주동강
나주반남
대구방촌
대구신성
대구덕성
대구효신
대구안일
대구만촌
남수원
달북
금샘
늘봄
녹산
김해제일
대구율하
다빛
대구동인
대구율금
대구신천
대구해안
대구해서
대전과학
대구현풍
금정여자
남호
금창
단성
노화넙도분교장
금일생일분교장
금장
낙안
금서
대잠
대구동
대구세현
노변
남성
난곡
대구강림
노형
대구교육안동부설
논산부창
낙동동부
대원국제
남주
금반
녹동소록도분교장
대전
길원여자
달전
농암청화분교장
담주
남문
대전구봉
대전괴정
나전
남원하늘
남원한빛
대강
금성여자
김포금빛
대일관광
김제자영농업계공동실습소
남인천여자
대우
대안
남원여자
남녕
논산내동
대덕소프트웨어마이스터
대전공업
논산중앙
길음
대구동덕
대동세무
대경상업
대구율원
대구보건
녹동시산분교장
대구사수
대구월배
대금
대구호산
낙원
남해여자
남수
김포호수
다솔
김해분성
남춘천여자
단밀
내남
남원교룡
면천
대전둔산여자
동호
무학여자
대전도안
둔내
도천
동성
명덕여자
동덕여자
무학
덕문여자
라온
동일여자
대진디자인
도당
대중금속공업
두륜
대창
묘산
대전매봉
동명동부
도래울
동탄중앙
동두천외국어
동점
무장
만천
동내
무룡
명정
모계
매전
대청
마산용전분교장
마천
도계전산정보
대전노은
동해
묘량중앙
도봉
두광
돌산
무릉
목천
동강
모락
목행
덕신
목포삼학
동학
마곡
동계
도선
목포상동
목포덕인
마산중앙
도개
무안북
마송
동탄국제
대진여자
매탄
동명여자
목포북교
목포대성
문광
도림
목도
동의공업
명주
동래원예
명덕외국어
덕원예술
동래
돌산중앙
모곡
동창
동두천중앙
대천여자상업
명일여자
둔촌
동북
만종
데레사여자
동향
문기
대전동화
대전두리
대전송강
대전어은
대전전민
대평
마산삼진
마성
독정
동우여자
덕성여자
마산무학여자
마산제일여자
명지
매포
동평
대호
매원
리라
망미
동수영
목포
덕포
덕상
모동
모덕
모라
덕두
덕수
명석
둔덕
마산의신여자
동구마케팅
도평
동탄
대전도솔
명촌
동대
덕성
대전판암
대전대신
대전중촌
대전옥계
대전글꽃
대전원평
대전버드내
대전태평
두룡
대전용운
대전문화여자
덕문
동삭
덕동
대전수미
대전서원
대전내동
대전백운
대전탄방
대전원앙
대전월평
대전샘머리
대전대문
대전동산
대전봉산
대전선암
동안
도마
대전오류
대전유평
대전신평
묵계청암분교장
두원
도초
대전성모
동수원
대전중앙
도순
동홍
매류
몰운대
목포정명여자
목포혜인여자
목포영화
모서
목포여자
매괴
동국사범대학부속영석
동아여자
덕일전자공업
동일여자상업
면목
망성
도계
무선
도원
문경여자
문경서
동로
명천
만경
만경여자
동국사범대학부속금산
마장
두학
도농
도덕
두레자연
마송중앙
대천동대
돌마
목포여자상업
목포중앙
목포성신
무실
무을
덕촌
동광양
목포중앙여자
목포항도여자
목포옥암
목포애향
목포하당
목포홍일
도고
도고온천
명문
만승
명학
목면
도암
마동
마산
대중
몽탄
동방
명파
덕장
동춘천
동락
명신
덕진
도포
무주중앙
덕곡
명신여자
만덕
동이
명서
명곡
명도
둔전
도장
둔대
마산신월
독천
동량
모항
망포
대포
동이우산분교장
망운
덕벌
덕치
동복
동면
명륜
명장
명동
목포항도
목포신흥
목포임성
목포석현
목포청호
목포이로
목포용해
목포유달달리분교장
도이
도화
대전대정
대전장대
두암
면온
도성
두서
두동
명일
도일
목감
도창
목동명지분교장
동구여자
대전상대
대전원신흥
무봉
대전동도
목운
만대
동인
도심
도제원
대현
덕천여자
만호
대전문성
대전산성
대전대흥
대전목동
대전동문
대전문화
대전보성
두창
대치
대전대양
대전양지
대전법동
묵계
마석녹촌분교장
도궁
도척
동두천신천
둔둔
매지
마전
도둔
대전보운
대전문창
대전석교
대전선화
대전목상
대전중리
